Hospital_Name,Hospital_Type,Address,contact,Specialities
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M12 - Gastroenterology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M15 - Medical Oncology
OMEGA HOSPITALS,Corporate,"Rangareddy, Serilingampalli, GHMC",V. Narsimulu (9618724459),M16 - Radiation Oncology
OMEGA SUSHRUTHA HOSPITALS(A UNIT OF SATHAVAHANA INSTITUTE OF ONCOLOGY PRIVATE LIMITED)-KARIMNAGAR,Corporate,"Karimnagar, Karimnagar, Karimnagar",Muthayam Paveen Kumar (9848663638),S11 - Surgical Oncology
OMEGA SUSHRUTHA HOSPITALS(A UNIT OF SATHAVAHANA INSTITUTE OF ONCOLOGY PRIVATE LIMITED)-KARIMNAGAR,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kolluri Ravinder (9000167615),M15 - Medical Oncology
OMEGA SUSHRUTHA HOSPITALS(A UNIT OF SATHAVAHANA INSTITUTE OF ONCOLOGY PRIVATE LIMITED)-KARIMNAGAR,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kolluri Ravinder (9000167615),M16 - Radiation Oncology
OMEGAHOSPITALS,Corporate,"Hyderabad, Shaikpet, GHMC",B. Sujatha (8340999041),S11 - Surgical Oncology
OMEGAHOSPITALS,Corporate,"Hyderabad, Shaikpet, GHMC",B. Sujatha (8340999041),M15 - Medical Oncology
OMEGAHOSPITALS,Corporate,"Hyderabad, Shaikpet, GHMC",B. Sujatha (8340999041),M16 - Radiation Oncology
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),S1 - General Surgery
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),S5 - Orthopedic Surgery And Procedures
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),S7 - Cardiac And Cardiothoracic Surgery
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),S9 - Genito Urinary Surgeries
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),S15 - Poly Trauma
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),M2 - General Medicine
ONE HOSPITALS A Unit of Hanshi Hospitals Pvt Ltd,Corporate,"Karimnagar, Karimnagar, Karimnagar",Alikanti Srilatha (8179450682),M5 - Cardiology
ONUS HOSPITALS,Corporate,"Hyderabad, Saidabad, GHMC",Abhijith Adhikam (8074135170),S5 - Orthopedic Surgery And Procedures
ONUS HOSPITALS,Corporate,"Hyderabad, Saidabad, GHMC",Y.Renuka (9700367129),S15 - Poly Trauma
ORCHID HOSPITAL,Corporate,"Karimnagar, Karimnagar, Karimnagar",Gangarapu.Archana (9908800353),S5 - Orthopedic Surgery And Procedures
ORCHID HOSPITAL,Corporate,"Karimnagar, Karimnagar, Karimnagar",Gangarapu.Archana (9908800353),S9 - Genito Urinary Surgeries
ORCHID HOSPITAL,Corporate,"Karimnagar, Karimnagar, Karimnagar",Gangarapu.Archana (9908800353),S15 - Poly Trauma
ORCHID HOSPITAL,Corporate,"Karimnagar, Karimnagar, Karimnagar",Gangarapu.Archana (9908800353),M2 - General Medicine
ORCHID HOSPITAL,Corporate,"Karimnagar, Karimnagar, Karimnagar",Gangarapu.Archana (9908800353),M7 - Neurology
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",C Padmaja(9618131035),S2 - Ent Surgery
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),S5 - Orthopedic Surgery And Procedures
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),S7 - Cardiac And Cardiothoracic Surgery
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),S8 - Pediatric Surgeries
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),S9 - Genito Urinary Surgeries
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),S15 - Poly Trauma
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),S16 - Cochlear Implant Surgery
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),M4 - Pediatrics
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),M5 - Cardiology
OZONE HOSPITALS,Corporate,"Rangareddy, Saroornagar, GHMC",Karingu.Chandra Sekhar (9533153535),M6 - Nephrology
OZONE HOSPITALS A unit of ozone institute of medical Sciences Pvt Ltd,Corporate,"Medchal, Alwal, GHMC",Ampati Swamy(9949664162),S5 - Orthopedic Surgery And Procedures
OZONE HOSPITALS A unit of ozone institute of medical Sciences Pvt Ltd,Corporate,"Medchal, Alwal, GHMC",Ampati Swamy(9949664162),S15 - Poly Trauma
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Gaddam Jhansi (8143306952),S1 - General Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Srivani (8019704837),S2 - Ent Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",A.Srilaxmi (8106146001),S3 - Ophthalmology Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Shaik Zafar(9381757039),S4 - Gynaecology And Obstetrics Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Kalta Sudha (9703306941),S5 - Orthopedic Surgery And Procedures
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",G Swapna(8309786529),S6 - Surgical Gastro Enterology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",A.Krishna (7989737880),S7 - Cardiac And Cardiothoracic Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S8 - Pediatric Surgeries
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S9 - Genito Urinary Surgeries
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S10 - Neurosurgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S11 - Surgical Oncology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S14 - Plastic Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S15 - Poly Trauma
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S17 - Prostheses
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M1 - Critical Care
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M2 - General Medicine
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M3 - Infectious Diseases
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M4 - Pediatrics
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M5 - Cardiology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M6 - Nephrology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M7 - Neurology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M8 - Pulmonology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M9 - Dermatology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M10 - Rheumatology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M11 - Endocrinology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M12 - Gastroenterology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19 - Organ Transplantation Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.1 - Liver Transplantation Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.2 - Heart Transplantation Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.3 - Renal Transplantation Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.4 - Lung Transplantation Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.5 - Allogenic Stem Cell Transplantation
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.6 - Autologous Stem Cell Transplantation
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),S19.7 - Heart And Lung Transplantation Surgery
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M15 - Medical Oncology
Osmania General Hospital,Government-DME,"Hyderabad, Bahadurpura, GHMC",Mohd Abdul Momin (9700174401),M16 - Radiation Oncology
PACE HOSPITALS A Unit of OMRV Hospitals Pvt Ltd,Corporate,"Rangareddy, Serilingampalli, GHMC",K. Chiranjeevi(9063577110),S5 - Orthopedic Surgery And Procedures
PACE HOSPITALS A Unit of OMRV Hospitals Pvt Ltd,Corporate,"Rangareddy, Serilingampalli, GHMC",K. Chiranjeevi(9063577110),S15 - Poly Trauma
PADMAJA HOSPITAL,Corporate,"Medak, Narsapur, -",Shyam Prasad (9676604162),S1 - General Surgery
PADMAJA HOSPITAL,Corporate,"Medak, Narsapur, -",Shyam Prasad (9676604162),S5 - Orthopedic Surgery And Procedures
PADMAJA HOSPITAL,Corporate,"Medak, Narsapur, -",Shyam Prasad (9676604162),S9 - Genito Urinary Surgeries
PADMAJA HOSPITAL,Corporate,"Medak, Narsapur, -",Shyam Prasad (9676604162),S15 - Poly Trauma
PADMAJA HOSPITAL,Corporate,"Medak, Narsapur, -",Shyam Prasad (9676604162),M2 - General Medicine
PANACEA MERIDIAN HOSPITAL,Corporate,"Sangareddy, Ramchandrapuram, GHMC",Dapu Ashok (9347091947),S5 - Orthopedic Surgery And Procedures
PANACEA MERIDIAN HOSPITAL,Corporate,"Sangareddy, Ramchandrapuram, GHMC",Dapu Ashok (9347091947),S9 - Genito Urinary Surgeries
PANACEA MERIDIAN HOSPITAL,Corporate,"Sangareddy, Ramchandrapuram, GHMC",Dapu Ashok (9347091947),S15 - Poly Trauma
PANACEA MERIDIAN HOSPITAL,Corporate,"Sangareddy, Ramchandrapuram, GHMC",Dapu Ashok (9347091947),M6 - Nephrology
PARAMITHA CHILDRENS HOSPITALS KOMPALLY PVT LTD,Corporate,"Medchal, Medchal, GHMC",Sudheer T(9704886795),S5 - Orthopedic Surgery And Procedures
PARAMITHA CHILDRENS HOSPITALS KOMPALLY PVT LTD,Corporate,"Medchal, Medchal, GHMC",Gudisa.Suman (9949402761),S15 - Poly Trauma
PAVANI EYE HOSPITAL,Corporate,"Jagtial, Jagitial Rural, Jagtial",Nerella Satish (9701704676),S3 - Ophthalmology Surgery
PHC - Mulkanoor,Government-DPH,"Mahabubabad, Garla, -",Dr.M.Rajendra Prasad (),M2 - General Medicine
PHC - Shyampur,Government-DPH,"Adilabad, Utnoor, -",Dr.Kranthi Kumar (9866615538),M2 - General Medicine
PHC - Shyampur,Government-DPH,"Adilabad, Utnoor, -",Dr.Nikeesha Reddy (6309554018),M2 - General Medicine
PHC - AMANGAL,Government-DPH,"Rangareddy, Amangal, Amangal",Dr.Arshad (8328423278),M2 - General Medicine
PHC - AMANGAL,Government-DPH,"Rangareddy, Amangal, Amangal",Dr.Parikishth (9949063620),M2 - General Medicine
PHC - Bazarahatnoor,Government-DPH,"Adilabad, Bazarhatnoor, -",Dr. Bheem Rao(9949193522),M2 - General Medicine
PHC - Binola,Government-DPH,"Nizamabad, Navipet, -",Dr.Tarunum Naaz (),M2 - General Medicine
PHC - KARASGUTHI,Government-DPH,"Sangareddy, Nagalgidda, -",Dr. Ch Usha Rani (9493406079),M2 - General Medicine
PHC - KESHAVAPUR,Government-DPH,"Warangal, Duggondi, -",Dr.K.Swapna (9346454308),M2 - General Medicine
PHC - Muchkur,Government-DPH,"Nizamabad, Bheemgal, -",Dr Ajay Pawar (),M2 - General Medicine
PHC - P.D.PALLY,Government-DPH,"Nalgonda, Tripuraram, -",Dr E. Janaki Ramulu (9885158032),M2 - General Medicine
PHC - THRIPURARAM,Government-DPH,"Nalgonda, Tripuraram, -",Dr.Ramavath Shankar (9000888497),M2 - General Medicine
PHC - Yergatla,Government-DPH,"Nizamabad, Yergatla, -",Dr Stefi Rani (),M2 - General Medicine
PHC ? Srirangapur,Government-DPH,"Wanaparthy, Srirangapur, -",Dr. Pravali (),M2 - General Medicine
PHC- BODDUPALLY,Government-DPH,"Nalgonda, Chintha Pally, -",Dr Vijaya (9951975554),M2 - General Medicine
PHC- LONAVELLI,Government-DPH,"Komaram Bheem, Sirpur (T), -",Dr.Madasu Tirupathi (9949170069),M2 - General Medicine
PHC-A.D.PALLY,Government-DPH,"Nalgonda, Adavidevulapalli, -",Dr.Ch.Upender (9885926458),M2 - General Medicine
PHC-A.D.PALLY,Government-DPH,"Nalgonda, Adavidevulapalli, -",Dr.N.Swathi (7013220071),M2 - General Medicine
PHC-ABDULLAPURMET,Government-DPH,"Rangareddy, Abdullapurmet, -",Dr. Sai Laxmi Swetha (7013190051),M2 - General Medicine
PHC-ADA,Government-DPH,"Komaram Bheem, Asifabad, -",Dr. P. Krishna Prasad (9640907373),M2 - General Medicine
PHC-ADA,Government-DPH,"Komaram Bheem, Asifabad, -",Dr. R. Ashwini (7207465697),M2 - General Medicine
PHC-ADDAGUDUR,Government-DPH,"Yadadri, Addaguduru, -",Dr. P.Naresh (9885998526),M2 - General Medicine
PHC-ADDAKAL,Government-DPH,"Mahabubnagar, Addakal, -",Dr.Radhika (9493496616),M2 - General Medicine
PHC-AHMADIPUR,Government-DPH,"Siddipet, Gajwel, -",Dr.S.Prathibha Gayathri (9704452155),M2 - General Medicine
PHC-AKKANNAPET,Government-DPH,"Siddipet, Akkannapet, -",Dr K Sowmya (7993484594),M2 - General Medicine
PHC-AKKINEPALLY,Government-DPH,"Nalgonda, Narketpally, -",Dr. A. Lahari (9701187579),M2 - General Medicine
PHC-ALAGADAPA,Government-DPH,"Nalgonda, Miryalaguda, -",Dr.Ch. Upendar Incharge (9885926458),M2 - General Medicine
PHC-ALANKHANIPET,Government-DPH,"Warangal, Nekkonda, -",Dr Sumanth Kumar Thangella (9182056308),M2 - General Medicine
PHC-ALANKHANIPET,Government-DPH,"Warangal, Nekkonda, -",Dr. Arun (9603607755),M2 - General Medicine
PHC-ALLADURGH,Government-DPH,"Medak, Alladurg, -",Dr.Divya Jyothi (9494820938),M2 - General Medicine
PHC-ALOOR,Government-DPH,"Rangareddy, Chevella, -",Dr.Raghu Babu (9866027982),M2 - General Medicine
PHC-AMBARIPET NEW,Government-DPH,"Jagtial, Velgatoor, -",Dr.Lava Kumar (9701701394),M2 - General Medicine
PHC-AMBATPALLY,Government-DPH,"Nagarkurnool, Lingal, -",Dr.G.Srinivasulu Gupta (9949868652),M2 - General Medicine
PHC-AMBEDKARNAGAR,Government-DPH,"Siddipet, Siddipet Urban, Siddipet",Dr.G Himabindu (9550493756),M2 - General Medicine
PHC-ANANTHAGIRI,Government-DPH,"Suryapet, Ananthagiri, Kodad",Dr.G.Srinivasnaik (9491672197),M2 - General Medicine
PHC-ANGADI RAICHUR,Government-DPH,"Vikarabad, Kodangal, Kodangal",Dr. D. Nissy Sharon Princy (9901190302),M2 - General Medicine
PHC-ANGAJAJPALLY,Government-DPH,"Mancherial, Chennur, -",Dr. Aruna Sri (9849830825),M2 - General Medicine
PHC-ANNARAM,Government-DPH,"Kamareddy, Ramareddy, -",Dr.G.Ramu (9700074806),M2 - General Medicine
PHC-ANTHERGOAN,Government-DPH,"Peddapalli, Anthergaon, -",Dr.K.Suresh Babu (9908806552),M2 - General Medicine
PHC-APPARALA,Government-DPH,"Wanaparthy, Kothakota, -",Dr Praveen Kumar (8919167590),M2 - General Medicine
PHC-ARUTLA,Government-DPH,"Rangareddy, Manchal, -",Dr.Kiran Prasad (9182676805),M2 - General Medicine
PHC-ARVAPALLY,Government-DPH,"Suryapet, Jaji Reddi Gudem (Arvapally), -",Dr G Naveen (9640974231),M2 - General Medicine
PHC-ATHMAKUR,Government-DPH,"Yadadri, Atmakur(M), -",Dr. Chinna Nayak (9866150543),M2 - General Medicine
PHC-ATMAKUR,Government-DPH,"Sangareddy, Sadasivpet, -",Dr. A.Praveen Kumar (9849899770),M2 - General Medicine
PHC-ATMAKUR,Government-DPH,"Sangareddy, Sadasivpet, -",Dr.Saravan Kumar .V (7032704913),M2 - General Medicine
PHC-ATMAKUR S,Government-DPH,"Suryapet, Atmakur(S), -",P Murali Krishna (9052221010),M2 - General Medicine
PHC-AZAMNAGAR,Government-DPH,"Jayashankar, Bhupalpalle, -",Dr.G.Chandrashekar (8978822273),M2 - General Medicine
PHC-AZAMNAGAR,Government-DPH,"Jayashankar, Bhupalpalle, -",Dr.Prashanth Reddy (8639908596),M2 - General Medicine
PHC-Ailapoor,Government-DPH,"Jagtial, Korutla, -",Dr.Sameena Tabassum (9494870156),M2 - General Medicine
PHC-Allapalli,Government-DPH,"Badradri, Gundala, -",Dr. K. Sandhya Rani (9177990988),M2 - General Medicine
PHC-Ambaripet(Old),Government-DPH,"Jagtial, Kathalapur, -",Dr.G.Rachana (9573872301),M2 - General Medicine
PHC-Ambatpally,Government-DPH,"Jayashankar, Mahadevpur, -",Dr.B.Ravi Kumar Nayak (6303656307),M2 - General Medicine
PHC-Ankoli,Government-DPH,"Adilabad, Adilabad Urban, -",Dr.A.Roja Rani (8332086760),M2 - General Medicine
PHC-Ankoli,Government-DPH,"Adilabad, Adilabad Urban, -",Dr.Rahul Gadpale (9701081291),M2 - General Medicine
PHC-Aswapuram,Government-DPH,"Badradri, Aswapuram, -",Dr. S. Manikanta Reddy (8885643395),M2 - General Medicine
PHC-BABAPUR GANGAPUR,Government-DPH,"Komaram Bheem, Kouthala, -",Dr D Sunkanna (9492612131),M2 - General Medicine
PHC-BABAPUR GANGAPUR,Government-DPH,"Komaram Bheem, Kouthala, -",Dr U Venkatesh (9908910843),M2 - General Medicine
PHC-BALAPALA,Government-DPH,"Mahabubabad, Kuravi, -",Dr.Gopu L (9493376656),M2 - General Medicine
PHC-BALAPALA,Government-DPH,"Mahabubabad, Kuravi, -",Dr.Gopi L (9493376656),M2 - General Medicine
PHC-BALMOOR,Government-DPH,"Nagarkurnool, Balmoor, -",Dr. Shivakumar (7674954648),M2 - General Medicine
PHC-BANIGANDLAPADU,Government-DPH,"Khammam, Yerrupalem, -",Dr.G.Raju (9000593703),M2 - General Medicine
PHC-BANIGANDLAPADU,Government-DPH,"Khammam, Yerrupalem, -","Dr,B.Sudhakarnaik,Cas (7893462790)",M2 - General Medicine
PHC-BANOJIPET,Government-DPH,"Warangal, Narsampet, -",Dr.A.Bhoopesh (8125184050),M2 - General Medicine
PHC-BANTWARAM,Government-DPH,"Vikarabad, Bantwaram, -",Dr. S. Rohith (9652099435),M2 - General Medicine
PHC-BASANTHNAGAR,Government-DPH,"Peddapalli, Palakurthy, -",Dr.M.Kishore Kumar (8096600569),M2 - General Medicine
PHC-BASAR,Government-DPH,"Nirmal, Basar, -",Dr Jadhav Srikanth (8897383635),M2 - General Medicine
PHC-BAYYARAM,Government-DPH,"Mahabubabad, Bayyaram, -",Dr. B.Raj Kumar (7661951857),M2 - General Medicine
PHC-BEGUMPET,Government-DPH,"Peddapalli, Ramagiri, -",Dr.M.Sampath (9000509601),M2 - General Medicine
PHC-BEJJANKI,Government-DPH,"Siddipet, Bejjanki, -",Dr.Ps.Vinodbobji (9391174331),M2 - General Medicine
PHC-BEJJUR,Government-DPH,"Komaram Bheem, Bejjur, -",Dr Krushi (8374885438),M2 - General Medicine
PHC-BELA,Government-DPH,"Adilabad, Bela, -",Dr Vijayabhupathi (9014677757),M2 - General Medicine
PHC-BHATPALLY,Government-DPH,"Komaram Bheem, Kagaznagar, -",Dr. Afsana Khanam (7995928772),M2 - General Medicine
PHC-BHEEMINI,Government-DPH,"Mancherial, Bheemini, -",Dr. Srinivas (9849732157),M2 - General Medicine
PHC-BHEEMPUR,Government-DPH,"Adilabad, Bheempur, -",Dr Vijayasarathy (9502793572),M2 - General Medicine
PHC-BHIKNOOR,Government-DPH,"Kamareddy, Bhiknur, -",Dr.N.Chandramouli (7893161573),M2 - General Medicine
PHC-BHOOMPALLY,Government-DPH,"Siddipet, Mirdoddi, -",Dr K Mallikarjun (7989284809),M2 - General Medicine
PHC-BHOOTHPUR,Government-DPH,"Mahabubnagar, Bhoothpur, -",Dr Sandhya Kiran Mai (8008297534),M2 - General Medicine
PHC-BIBINAGAR,Government-DPH,"Yadadri, Bibinagar, -",Dr.Satya Prakash (9121615696),M2 - General Medicine
PHC-BIBIPET,Government-DPH,"Kamareddy, Bibipet, -",Dr.Saikumar (9550908501),M2 - General Medicine
PHC-BIJNAPALLY,Government-DPH,"Nagarkurnool, Bijinapalle, -",Drg.Sainath (8309564515),M2 - General Medicine
PHC-BILALPUR,Government-DPH,"Sangareddy, Kohir, -",Dr.Rajkumar Patlola (9989103030),M2 - General Medicine
PHC-BIRKOOR,Government-DPH,"Kamareddy, Birkoor, Banswada",Dr.M.G.Raja Ramesh (9177980936),M2 - General Medicine
PHC-BODULABANDA,Government-DPH,"Khammam, Nelakondapally, -",Dr.Srinivas (),M2 - General Medicine
PHC-BOINPALLY,Government-DPH,"Rajanna, Boinpalli, -",Dr.M.Mahesh (9441037379),M2 - General Medicine
PHC-BOINPALLY,Government-DPH,"Rajanna, Boinpalli, -",.. (..),M2 - General Medicine
PHC-BOLLARAM,Government-DPH,"Sangareddy, Ramchandrapuram, -",Dr Radhika . G (9177100959),M2 - General Medicine
PHC-BOLLEPALLY,Government-DPH,"Yadadri, Bhongir, -",Dr.Shobha (8179714241),M2 - General Medicine
PHC-BOMMALARAMARAM,Government-DPH,"Yadadri, Bommala Ramaram, -",Dr. G.R. Sravan Kumar (9849526115),M2 - General Medicine
PHC-BOMRASPET,Government-DPH,"Vikarabad, Bomraspeta, -",Dr.Ravindra Yadav (9440258381),M2 - General Medicine
PHC-BONAKAL,Government-DPH,"Khammam, Bonakal, -",Dr. Tatikonda Sreekanth (9885523484),M2 - General Medicine
PHC-BOPPALLY,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr.A.Dasaratham (7013501024),M2 - General Medicine
PHC-BOPPALLY,Government-DPH,"Nagarkurnool, Telkapalle, -",Dr Pradeep Kumar (9440219501),M2 - General Medicine
PHC-BURGULA,Government-DPH,"Rangareddy, Manchal, -",Dr Ch Sumanth Kumar (8179452227),M2 - General Medicine
PHC-CC.KUNTA,Government-DPH,"Mahabubnagar, Chinnachintakunta, -",Dr.J.Balram (9676192026),M2 - General Medicine
