Sr.No,KendraCode,Name,StateName,DistrictName,PinCode,Address
2892,PMBJK07428,R Natarajan,Karnataka,Bengaluru Urban,560032,"No 36 Dinnur Main Road Rt Nagar, Bengaluru Urban"
2893,PMBJK07429,Chethan Kumar K N,Karnataka,Shivamogga,577227,"Khata No: 368/2, 235/2 , Vaggara Kariyappa Complex, Shop No. 1, Holehonnur, Shivamogga"
2894,PMBJK07430,Mangalore,Karnataka,Dakshina Kannada,575015,"Door No-3-3/42/6 First Floor Saptagiri Hotrls, Kavoor, Dakshina Kannada"
2895,PMBJK07453,Tejaswini D,Karnataka,Dakshina Kannada,574241,"359-3 Gf, H.A.R Vanijya Sankeerna Athoor Koila Village And Post Kadaba, Dakshina Kannada"
2896,PMBJK07454,Pavan V Joshi,Karnataka,Dharwad,580025,"Buliding No 19, Shop No -Lgf 1, Sadashivanand Nagar, Bhairidevarakoppa, Dharwad"
2897,PMBJK07461,Manjunath S K,Karnataka,Bengaluru Urban,560073,"No 29, Shop No 1, Revanna Complex, Chikkabidarakallu Main Road, Bengaluru Urban"
2898,PMBJK07462,Harish Rao Dh,Karnataka,Bengaluru Urban,560085,"20/A 1St Main Road Poorna Pragna Layout Kattriguppe Water Tank Road Bsk, Bengaluru Urban"
2899,PMBJK07464,Jayashree.M.N,Karnataka,Bengaluru Urban,560062,"No. 38/2, Gf, Chunchaghatta Gramatana, Teachers Colony, Chunchaghatta Main Road, Bengaluru Urban"
2900,PMBJK07465,Shekhar M Teli,Karnataka,Vijayapura,586203,"Adc-Ii Vijayapur, Vijayapura"
2901,PMBJK07468,A.K. Muthappa,Karnataka,Kodagu,571214,"Sy. No. 228/29, Shop No. 3, Gf, Rohith Complex,
F.M.C. Road, Napoklu, Kodagu"
2902,PMBJK07482,Manjunath H,Karnataka,Uttara Kannada,581314,"Bldg No-2769, Door No-32, Ganapati Galli, Ankola, Uttara Kannada"
2903,PMBJK07484,Mujeebur Rahaman J,Karnataka,Bengaluru Urban,560006,"Near Bbmp Maternity Home, Ward No.46, Main Road, J.C.Nagar, Bengaluru Urban"
2904,PMBJK07485,Kumar.S,Karnataka,Bengaluru Urban,560004,"Pobbathi Maternity Home Premises, Ward # 143, Sajjan Rao Circle, V.V.Puram, Bengaluru Urban"
2905,PMBJK07486,Saravanan Udayakumar,Karnataka,Bengaluru Urban,560077,"K. No. 1687/164, Shop. No. 1&2, Basement, Dr. Shivaram Karanth Nagar, Double Road, Mcehs Layout, Rac, Bengaluru Urban"
2906,PMBJK07487,Rajesh Hugar,Karnataka,Dharwad,581113,"Property No. 6-10-65/A, H. No. 2940/A, Shop No-1, Ground Floor, Market Road, Dharwad"
2907,PMBJK07512,K Ganesh Kamath,Karnataka,Udupi,576211,"Room No- 12 Panchayat Office, Building, Near Bus Stand, Main Road Basrur, Udupi"
2908,PMBJK07529,Mohankumar T,Karnataka,Vijayanagar,583134,"Pid No 14-5-132, G F, Shop No- 02, Sri Donur Matha Complex, W. No.12, Beside Renuka Talkies, Ujjaini, Vijayanagar"
2909,PMBJK07530,K Chandrashekar,Karnataka,Bengaluru Urban,560050,"No-7, 1St Main, 1St Cross, Kalidasa Layout, Srinagara, Bengaluru Urban"
2910,PMBJK07531,Mahesh,Karnataka,Kalaburagi,585102,"Shop No.1, Ground Flore, Jaisanthoshi Maa Complex, Jawarger Road, Kalaburgi, Kalaburagi"
2911,PMBJK07557,Yashawanth.P.N,Karnataka,Mandya,571438,"K. No. S-991/944, Shop No. 2, Gd Flr, Next To Kodandarama Tempel Pid No. 18-10-189, Near S.
B. I, Pe, Mandya"
2912,PMBJK07558,Raghupathi P,Karnataka,Bengaluru Urban,560069,"No 873/37/1, 28Th Main, 9Th Block, Jayanagar,, Bengaluru Urban"
2913,PMBJK07560,Jagan M,Karnataka,Bengaluru Urban,560021,"97, 1St Main, 2 Nd Stage Okalipuram, Bengaluru Urban"
2914,PMBJK07561,C Venkatesh,Karnataka,Bengaluru Urban,560078,"No 131/3A, M. V Complex, Gf, Naodhaya Nagar, J. P Nagar 7Th Phase, Bengaluru Urban"
2915,PMBJK07583,Vasantharaj?M R,Karnataka,Mandya,571418,"#51 -49/6 Ca3, Service Road, Bellur Cross , Bellur Hobli, Mandya"
2916,PMBJK07584,Laxmikanth Nayak,Karnataka,Udupi,576104,"Manipal Commercial Complex Building,Ground Floor ,Door No: 16-444A38 ,Shivalli Village, Udupi"
2917,PMBJK07585,Kallanagouda K Hadimani,Karnataka,Haveri,581208,"Asst No 1173,Ground Floor,Shop No:6,J B Pickles Complex,Near Bustop,Ranebennur Road Halageri, Haveri"
2918,PMBJK07586,Nemiraja P,Karnataka,Dakshina Kannada,574232,"Door No.4-44/1, Ground Floor, Uthkarsha Sahakara Soudha Panja, Dakshina Kannada"
2919,PMBJK07587,K. Srujan Sundar Dev,Karnataka,Bengaluru Urban,560032,"#13/1, 5Th A Cross, Near Neelakanta Temple,Venkataswamappa Layout, Chamundi Nagar, Rt Nagar(Post), Bengaluru Urban"
2920,PMBJK07589,Ashok Srinivasa Shetty,Karnataka,Bengaluru Urban,560094,"No.15,Ground Floor,Shop#3,Opp Hiranadani Appt,Kodigehalli Main Road, Bengaluru Urban"
2921,PMBJK07593,Karthik Shetty,Karnataka,Dakshina Kannada,574224,"Do No. 2-65 (12G) Ground Floor Pompei Arcade,Main Road Madanthyar, Maladi, Belthangady, Dakshina Kannada"
2922,PMBJK07620,Siddanna.V.Chigoni,Karnataka,Kalaburagi,585228,"Cmc No. 18-106 Old, No.18-122, Gf, , In The
Compound Government Community Health Center, Kalaburagi"
2923,PMBJK07623,P Shrikrishna Bhat,Karnataka,Kodagu,571252,"Sy. No. 210/4, Shop No. 4, Ground Floor, Pebbattanda Complex, Main Road, Murnad, Kodagu"
2924,PMBJK07624,Shivaranjan M,Karnataka,Dakshina Kannada,574229,"Door No 1-258/8, Ground Floor, Nelyadi P. A. C. S Bulding, Kadaba, Puttur, Dakshina Kannada"
2925,PMBJK07655,Manivel Kv,Karnataka,Bengaluru Urban,560097,"#19,Shop No 10, Lakshmipura Circle, Vidyaranyapura, Guniagrahara Village, Hesaraghattahobli,, Bengaluru Urban"
2926,PMBJK07656,Annamary R,Karnataka,Bengaluru Urban,560018,"No #163/2, 9Th Cross, Ganesh Complex, Bengaluru Urban"
2927,PMBJK07657,Ram Prasad Alva M,Karnataka,Dakshina Kannada,574313,"Door No. 1-203/17, Ground Floor,?T.A Complex, Eshwaramangala,?Nettanigemudnoor, Dakshina Kannada"
2928,PMBJK07691,Pradeep,Karnataka,Ballari,583102,"Opp Emergency Ward Beside Night Pharmacy Counter Vims, Bellary"
2929,PMBJK07692,Rakshanda Bagre,Karnataka,Bengaluru Urban,560079,"# 46/2, Ground Floor, Magadi Main Road, Agrahara, Dasarahalli, Bengaluru Urban"
2930,PMBJK07693,Naveenkumar B Ganiger,Karnataka,Bagalkote,587206,Tq/No-889/18 Wno-1 Ground Flour Opp Veerapulikeshi Bank Nearby Bus Stand? Bagalkot
2931,PMBJK07697,Revanappa,Karnataka,Bidar,585436,Shop No 1 Goverment Hospital Compound Phc Thana Kusanoor? Bidar
2932,PMBJK07701,Bharath Reddy,Karnataka,Bengaluru Urban,560008,"Shop No-4 Bbmp Residential And Commercial Building, W No-113, Royal Orchid Road, Opp Diamond Distric, Bengaluru Urban"
2933,PMBJK07702,Shivaraju K C,Karnataka,Tumakuru,572104,"2671, Raghavendra Nilaya,80Ft Main Road, Opp. Gokula Bus Stop, Baddihalli, Gokula Extension,, Tumkur"
2934,PMBJK07704,Siddegowda,Karnataka,Bengaluru Urban,560056,"154, 2Nd Cross, Mallathalli Main Road, Jnanajyothi Nagar, Mallathalli,, Bengaluru Urban"
2935,PMBJK07731,Hemalatha S,Karnataka,Kolar,563130,"Khata No. 1891/1721/1, Shop No.2, 1St Cross, Behind Town Municipal Office, Malur, Kolar"
2936,PMBJK07733,Shivaranjan M,Karnataka,Dakshina Kannada,574238,"Door No 382/2, Ground Floor, Panchayath Bulding, Subramanya, Kadaba, Dakshina Kannada"
2937,PMBJK07752,Nagendrappa B,Karnataka,Bengaluru Urban,561203,"6Th Ward, Muthur 2Nd Block, No 506, Rangappa Circle, Bengaluru Urban"
2938,PMBJK07770,K.R.Prabhakar Rao,Karnataka,Mysuru,570031,"Pr.No-6 Shop No-02 Gf, 20Th Main 2Nd Stage D Block Last Bus Stop J.P Nagara, Mysore"
2939,PMBJK07772,Sangappa Menashigi,Karnataka,Bengaluru Urban,560062,"Primary Health Centre Konanakunte, Bengaluru Urban"
2940,PMBJK07773,Mohammed Nawaz,Karnataka,Bengaluru Urban,560016,", No-46/1And2, Shop No-4, Ground Floor, Ramamurthynagar Main Road, Bengaluru Urban"
2941,PMBJK07774,Jayaprakash J S,Karnataka,Bengaluru Urban,560020,"#23/1, Mezzanine Floor, 1St Main, J Lingaiah Road, Sheshadhripuram, Bengaluru Urban"
2942,PMBJK07775,Amith Kumar Hg,Karnataka,Bengaluru Urban,560079,"No 32 Shop No 03 Gf 3Rg A Cross Mariyappa Layout Vrushabhavathi Nagar Kamakshi Palya, Bengaluru Urban"
2943,PMBJK07781,Ku Chengappa,Karnataka,Kodagu,571216,"Sy.No.114/1,Shop No.2&3,Ground Floor,Vinayaka Arcade,Hallikattu Gonikoppal-Ponnampet Main Road,, Kodagu"
2944,PMBJK07782,Dr. Savithree P,Karnataka,Dakshina Kannada,575010,"Shop No:2, Nmpt Market Complex, Nmpt Colony, Panambur, Dakshina Kannada"
2945,PMBJK07783,Manjunatha N,Karnataka,Bengaluru Urban,560091,"No.283,Ground Floor, 10Th Cross, Mahadeshwara Nagar, Maruthi Nagar, Bengaluru Urban"
2946,PMBJK07784,Subramanya Hegde,Karnataka,Udupi,576103,"Door No 4-1-23C-7 And 4-1-23C-21, Ground Floor And Mezzanine Floor, B-Block Karthik Estate,Kidiyoor, Udupi"
2947,PMBJK07789,Saima Ka,Karnataka,Dakshina Kannada,575014,"Door No 5-47F/4, Jmj Apartment, Kattipalla Village, Main Road Krishnapura, Dakshina Kannada"
2948,PMBJK07811,Sushanth Bajagoli,Karnataka,Udupi,574104,"Door No 4-388-5 Main Road Jodurasthe, Kukkundoor Villege,, Udupi"
2949,PMBJK07813,Sharavathi M,Karnataka,Udupi,576216,"Door N0.13-17/3, Unnathi Complex, Main Road, Gangolli, Udupi"
2950,PMBJK07815,Nadeem,Karnataka,Davangere,577001,"Door No 550/A8-1 Ground Floor Near Noorani Auto Stand Kr Road Davangere, Devangere"
2951,PMBJK07816,Avinash,Karnataka,Dakshina Kannada,574214,"D.N 4-48/3, M Ramanatha Prabhu, Belthangadi,, Dakshina Kannada"
2952,PMBJK07819,Hemaraju M B,Karnataka,Hassan,573125,"Shop No. 1, Kno/Sas No. 77/2091/1, Ground Floor, Opp To Govt. P.U. College, B.H. Road, Javagal, Hassan"
2953,PMBJK07820,Rakesh M Hullala,Karnataka,Haveri,581102,"Property No 141/1, Room No 1,Main Road Community Health Center Campus, Akkialur, Haveri"
2954,PMBJK07823,Ankith L Mehta,Karnataka,Bengaluru Urban,560021,"#58, 3Rd Main Road, Mahakavi Kuvempu Road,Maruthi Extension, Srirampuram, Bangalore, Bengaluru Urban"
2955,PMBJK07824,Radhakrishna K G,Karnataka,Udupi,576107,"Door No. 6-47A 1 Gopal Complex Main Road Parkala Udupi, Udupi"
2956,PMBJK07825,Pruthvi Raj J S,Karnataka,Bengaluru Urban,560072,"No 762, Shop No 2, 8Th Main, 9Th Block,, Bengaluru Urban"
2957,PMBJK07827,Leena K,Karnataka,Bengaluru Urban,560005,"No.32, Shop No.1, Gf, Rama Krishnappa Road, Cox Town, Bengaluru Urban"
2958,PMBJK07828,Vinutha N,Karnataka,Bengaluru Urban,560094,"Shop#4, No.14, House List #154,Boopasandra Main"
2959,,,,,,"Road, Nagashettyhalli, Sanjaynagar Post, Bengaluru Urban"
2960,PMBJK07829,Shashidhar T.Udnur,Karnataka,Bagalkote,587203,"Near Sm Bhandari & Rathi College,Main Road,Guledgudd, Bagalkot"
2961,PMBJK07830,Dhruvesh D,Karnataka,Bengaluru Urban,560023,"No.6 1St B Cross Cholurpalya Magadi Road Bengaluru, Bengaluru Urban"
2962,PMBJK07831,Mamatha Hegde,Karnataka,Dakshina Kannada,574242,"Door No V Ii/1H , Second Floor , Arahantha Complex , Mahaveera Nafgara , Venur , Belthangadi
, Venur, Dakshina Kannada"
2963,PMBJK07832,B.Mahesh,Karnataka,Bengaluru Urban,562130,"Syno.32/2,Site No.20 Shri Krishna Heights, Ganesha Layout, Kadabagere Main Road,Kadabagere Post Dasa, Bengaluru Urban"
2964,PMBJK07833,Kalavathi,Karnataka,Bengaluru Urban,560033,"12/5, Jai Ganesh Plaza, Muniswamappa Road, Kammanahalli Main Road, Ramasamypalaya, Maruthi Seva Naga, Bengaluru Urban"
2965,PMBJK07855,Lakshmeesha R,Karnataka,Bengaluru Urban,560082,"#222, Community Health Centre, Kaggalipura,, Bengaluru Urban"
2966,PMBJK07856,C.K.Anantha,Karnataka,Bengaluru Urban,560019,"#2/66,Ground Floor,1St Cross,Matha Sharadadevi Road,R.K.Matt Extention,Kempegowda Nagar, Bengaluru Urban"
2967,PMBJK07857,,Karnataka,Mysuru,571121,"#1144/1, Ward No 9, H B Road Sargur Town., Mysore"
2968,PMBJK07858,Santhosh K C,Karnataka,Bengaluru Urban,560096,"#25,1St Cross Siddagangaga School Road.Jai Maruthi Nagar.Nandini Layout.Banglore, Bengaluru Urban"
2969,PMBJK07859,Chandrashekara M V,Karnataka,Bengaluru Urban,560073,"No,42 Ground Floor,Srishyailappa Building, Indira Nagara, Gangondanahalli Main Road,, Bengaluru Urban"
2970,PMBJK07879,Shivaprasad H L,Karnataka,Bengaluru Urban,560073,"No 100,5Th Main,Nelagadaranahalli Main Road,Nagasandra Post ,Ruckmini Nagara ,, Bengaluru Urban"
2971,PMBJK07880,Sumithra,Karnataka,Bengaluru Urban,560091,"No S-1341, Bharath Nagar, 2Nd Stage, Swarakavasa Road, Viswaneedam Post,, Bengaluru Urban"
2972,PMBJK07890,Pallavi Hn,Karnataka,Bengaluru Urban,560026,"Shop No.2,Ground Floor,#1471, 17Th Main Road, Muneshwara Block, Banashankari 3Rd Stage,, Bengaluru Urban"
2973,PMBJK07911,Dr. Vinaya Shyam M,Karnataka,Dakshina Kannada,574224,"4-83/3, Ground Floor, Maladi Village, Belthangady Taluk, Pin: 574224, Dakshina Kannada"
2974,PMBJK07916,Sunil Kumar Jain,Karnataka,Bengaluru Urban,560086,"29,1St A Main Road Mahalakshmi Layout, Bengaluru Urban"
2975,PMBJK07926,Sangamesh Adiveppa Kolhar,Karnataka,Vijayapura,586101,"Tmc No-2008 First Floor Shri Manjunath Om Sai Bepari Building, Near Bus Stop Nidagundi, Vijayapura"
2976,PMBJK07930,Maya Kumari,Karnataka,Dakshina Kannada,574285,"Door No 11-176,Ground Floor,Milk Socity Building Alankar Main Road Perabe Kadaba., Dakshina Kannada"
2977,PMBJK07932,Shweta Gotagodi B,Karnataka,Gadag,582116,"Community Health Center Laxmeshwar, Gadag"
2978,PMBJK07933,Meenakshi S Salimath,Karnataka,Haveri,581115,"Asst No 1827/A, Maternity Hospital Complex, Ground Floor Station Road , Opposity Canara Bank, Haveri"
2979,PMBJK07934,Dr Reshma P,Karnataka,Kodagu,571247,"D No: 37/9 Mandapanda Subbaiah Building, Kotturu Village, Kodagu"
2980,PMBJK07935,Dr. Umesh Prabhu,Karnataka,Udupi,576101,"(A Unit Of Sri Krishna Charitable Trust)Door No 2- 93(9), Image Towers,Kukkikatte,76 Badagubetu- Villa, Udupi"
2981,PMBJK07936,Rakshitha K V,Karnataka,Bengaluru Urban,560098,"920, Opp. Corporation Bank, Ideal Home Layout, Rajarajeshwari Nagar,, Bengaluru Urban"
2982,PMBJK07937,K Pradeep Hebbar,Karnataka,Udupi,576234,"Door No : 4-137(1) Pejamanguru, Village Main Road Kokkarne, Post : Kokkarne, Udupi"
2983,PMBJK07940,Smitha Manjunath,Karnataka,Bengaluru Urban,560061,"No.171, Ground Floor, Sri Keshavashrama, Gowdanapalya, Bengaluru Urban"
2984,PMBJK07941,Srinivas K.,Karnataka,Bengaluru Urban,560078,"539, 14Thcross Isro Layout, Bengaluru Urban"
2985,PMBJK07971,Hemanth Kumar K,Karnataka,Bengaluru Urban,560061,"No.258, Ground Floor, L.R. Residency, Gubbalala, Subramanyapura Post, Bengaluru Urban"
2986,PMBJK07972,K Chandrashekar,Karnataka,Ramanagara,562109,"No: 515/638, Ground Floor, Behind Bmtc Bus Stand, Bidadi, Ramanagara"
2987,PMBJK07984,Mohammed Saleem Kumbi,Karnataka,Dharwad,580028,"Bl No-200,201,Pid No-67/9355,Shop No-2,Gr
Fl,Ashirwad Nilay Shri Shail Nagar,Laxmi Colony, Dharwad"
2988,PMBJK07988,Bharath P,Karnataka,Bengaluru Urban,560095,"No 94, Ground Floor, 17Th B Main, 5Th Block,, Bengaluru Urban"
2989,PMBJK08000,Srinivasamurthy A,Karnataka,Davangere,577552,"636/77B, Ground Floor, Pvr Bilwa Complex, Kukkuvadeshwari Temple Road, Santhebennur, Devangere"
2990,PMBJK08004,R Pavan Kumar,Karnataka,Bengaluru Urban,560010,"No 142, Shop No 2, G F , 5Th Cross, 6Th Phase, Mahaganapathi Nagar, Woc Road, Bengaluru Urban"
2991,PMBJK08006,Poornima S,Karnataka,Bengaluru Urban,560074,"Katha No.498/11-A, Shop No 6, Stilt Floor, Sy No 26&27, Kumbalgodu Village, Bengaluru Urban"
2992,PMBJK08028,R. S. Shiny,Karnataka,Bengaluru Urban,560087,"Ground Floor, 85/65 Madhura Nagar, 85/65, 1 Stage, Madgur Nagar, Madhura Nagar, Whitefield, Bengaluru Urban"
2993,PMBJK08029,Saravanan U,Karnataka,Bengaluru Urban,560015,"Shop No 7, Aishwarya Complex, Ground Floor, Sm Road, Jalahalli West, Bengaluru Urban"
2994,PMBJK08035,K. Kalimuthu,Karnataka,Bengaluru Urban,560091,"952, 5Th Main, 'D' Group Layout, Srigandhadakavalu, Bengaluru Urban"
2995,PMBJK08042,Rashmi H S,Karnataka,Bengaluru Urban,560061,"Shop Num 06, Shankar Complex,Yadalam Nagara
,Vasanthpura Main Road ,, Bengaluru Urban"
2996,PMBJK08043,Sanjay,Karnataka,Bengaluru Urban,560036,"No 22 T C Palaya Main Road K R Puram Post, Bengaluru Urban"
2997,PMBJK08045,Shivaprasad H L,Karnataka,Bengaluru Urban,560073,"No22,Pipeline Road ,Next To Shanimahadeva Temple ,T Dasarahalli? Bengaluru Urban"
2998,PMBJK08050,Sushma B R,Karnataka,Bengaluru Urban,560083,"No 54, Vip Street, Near Basaveshwara Temple, 1St Main, Gottigere,? Bengaluru Urban"
2999,PMBJK08053,Srinivasa K P,Karnataka,Davangere,577006,"1512/7,Vijaya Nagar Badavane Kondajji Road, Devangere"
3000,PMBJK08054,Shaikh Ahamed,Karnataka,Uttara Kannada,581350,"Ashirwad Complex, Bldg.No 343,Shop No. 4 Sy No.352A Hissa Mavalli 2, Temple Road, Murdeshwar, Uttara Kannada"
3001,PMBJK08055,Vijaya Ravi Fernandes,Karnataka,Dakshina Kannada,574219,"3/-132/1 Polali Service Co-Operative Society, Rajatha Soudha Building, P.O Polali, Kariyangala Villa, Dakshina Kannada"
3002,PMBJK08056,Praveena Kottur,Karnataka,Vijayanagar,583131,"Prop No 15, Ground Floor,?Ward No 06, Kottur Road, Opp Vasavi?Kalyana Mantapa, Vijayanagar"
3003,PMBJK08086,Bhavinkumar P,Karnataka,Dakshina,574239,"Bldg No.Iii-152,Room No.3, G Floor,?Taluku"
3004,,,,Kannada,,"Hospital, Srirampete, Dakshina Kannada"
3005,PMBJK08087,Sunil V H,Karnataka,Uttara Kannada,581343,"Door No-28/10,Shri Saunsthan Godpadacharya Kavle Math,Gokarna, Uttara Kannada"
3006,PMBJK08091,Divakara Mk,Karnataka,Mysuru,571101,"Shop?o:09,Katha?o:373/323,Agc?omplex,Bannur Town,, Mysore"
3007,PMBJK08099,Praveen Kumar B,Karnataka,Dakshina Kannada,574202,"Door No 1-403 (07), Shop No 14, Narimogaru Pacs, Narimogaru Post And Village, Dakshina Kannada"
3008,PMBJK08157,K H Mani Prasad,Karnataka,Dakshina Kannada,574198,"2-28-1K, First Floor, Maria Kripa Complex, Kokkada, Jodumarga, Dakshina Kannada"
3009,PMBJK08162,Suresh,Karnataka,Raichur,584101,"D.No.10-5-95 Shop.No.04 Basavana Bhavi Circle Opp.Anjinaya Temple, Raichur"
3010,PMBJK08168,Adarsh Balari,Karnataka,Udupi,576105,"Sathish Complex, D.No. 3-85/3B, Tenkabettu, Kg Road, Uppor, Udupi"
3011,PMBJK08169,Jayaprakash J S,Karnataka,Shivamogga,577418,"Ass. No.94, White House Complex, Shop No.1, Mavi Gangankaoppa Village, Shivamogga"
3012,PMBJK08171,Dinesh Kumar,Karnataka,Dakshina Kannada,574114,"D No-2-192/5,Ground Floor,Dennis Fernandes Complex,Tenka Yedapadavu, Dakshina Kannada"
3013,PMBJK08173,Nishan R,Karnataka,Dakshina Kannada,575014,"Door No. 1-148/F/2, Ground Floor, Supreme Complex, Opp. Mrpl Oval Retail Outlet, Beside Cargo Gate,, Dakshina Kannada"
3014,PMBJK08174,Sushmitha K R,Karnataka,Tumakuru,572106,"Shop No. 25 Siragate Complex, Idsmt Complex, Kanaka Circle, Siragate, Tumkur"
3015,PMBJK08175,Divya Naveen,Karnataka,Dakshina Kannada,575020,"2-191/B7, Ground Floor, Royal Towers, Thokottu Junction, Permannur Village, Dakshina Kannada"
3016,PMBJK08178,Siddheshwar Enterprises,Karnataka,Vijayapura,586106,"Sy. No 38H/31, Al ?meen Opp, Sena Nagar, Vijayapura"
3017,PMBJK08199,Amit Nigudgi,Karnataka,Kalaburagi,585105,"No.2-916 In The Premises Of Gims Govt Hospital Sedam Road Kalaburgi, Kalaburagi"
3018,PMBJK08218,Premananda C R,Karnataka,Bengaluru Urban,560035,"No 129 Shop No 2, Opp Government School , Doddakanelli V Carmelaram P , Varthur Hobli, Bengaluru Urban"
3019,PMBJK08219,H Vital Shetty,Karnataka,Udupi,576210,"Door No : 2-19-C, Sugandhi, Complex, Main Road, Saibrakatte, Udupi"
3020,PMBJK08233,Leena K,Karnataka,Bengaluru Urban,560032,"No.30, Ground Floor, 2Nd Across, Kanakanagara, Rt Nagar, Bengaluru Urban"
3021,PMBJK08251,Kavya D,Karnataka,Bengaluru Urban,560091,"32/5, Ground Floor, Doddanna Circle, Muddinpalya,Vishwaneedam Post, Bangalore 560091, Bengaluru Urban"
3022,PMBJK08254,S. G. Sundaresh,Karnataka,Bengaluru Urban,560043,"Shop No 1, Vidhya Complex, Opposite Radiant Daffodils Apartment, Kalkere Main Road, Horamavu, Bengaluru Urban"
3023,PMBJK08308,Sushma,Karnataka,Udupi,576124,"Shop No.1 & 2,Door No.5-138E,Perdoor Village Panchayath,Perdoor Village, Udupi"
3024,PMBJK08316,Lakshmi B N,Karnataka,Bengaluru Urban,560078,"1614, 7Th Cross, Kumarswamy Layout, 1St Stage, Bengaluru Urban"
3025,PMBJK08353,Nisha Dsilva,Karnataka,Bengaluru Urban,575008,"Door No . 2-17/1-1, Ground Floor, Mathrushree, Padavu Village, Padavinangady, Bangalore Urban"
3026,PMBJK08355,Priyanka Suraj Kumbar,Karnataka,Belagavi,591223,"P.No:1125, G.F, Sh.No:01, Community Health Center Premises, Near Ksrtc Bus Stand, Kagwad, Belagavi"
3027,PMBJK08359,Prasad V R,Karnataka,Bengaluru Urban,560087,"418/454, No 892, Shop No 2, Fr Flr, Channarayaswamy Temple Street, Near Gandhi"
3028,,,,,,"Circle, Varthur, Bengaluru Urban"
3029,PMBJK08363,Prakash K,Karnataka,Chamarajanagara,571441,"Main Road, Opp Bsnl Office, Yelandur, Chamarajanagar"
3030,PMBJK08367,Rashmi A Shetty,Karnataka,Chikkamagaluru,577124,"Pmbjk K. Brahmayya Indra Store Building ,Main Road Kalasa, Chikkamagaluru"
3031,PMBJK08368,Praveen Shivappa Kudagol,Karnataka,Haveri,581120,"Asst,No 882/9, Door No 5, Near Ambabhavani Temple, Haradikar Oni, Tilavalli. Tq- Hangal, Haveri"
3032,PMBJK08373,Srikanth R,Karnataka,Chamarajanagara,571439,"Asst.No.422/165/B1, Shop No.1, 1St Cross, Vinayaka Nagar, Bandahalli Main Road Taluk- Kollegal, Chamarajanagar"
3033,PMBJK08374,Kusuma R,Karnataka,Bengaluru Urban,560078,"No.209/19, Ground Floor, Jaraganahalli Grama Main Road, Bengaluru Urban"
3034,PMBJK08393,Sharath M C,Karnataka,Chikkamagaluru,577547,"Room No. J1 Hospital Campus, Community Health Center, Chikkamagaluru"
3035,PMBJK08420,Udaya Shankar Mv,Karnataka,Bengaluru Urban,560062,"88 Ground Floor 4Th Cross Munireddy Layout Doddakallasandra Bangalore, Bangalore Urban"
3036,PMBJK08434,Narayan Hangaragi,Karnataka,Bagalkote,587102,"Ward No11,Plotno 64,Shop No 04,Akkimardi Complex,Engineering College Circle, Bagalkot"
3037,PMBJK08469,Avinash,Karnataka,Dakshina Kannada,574240,"Do. No. 8-74,Basement Floor,Supreme Center, College Road, Ujire, Dakshina Kannada"
3038,PMBJK08479,Chennabasava,Karnataka,Raichur,584111,"K E B Rod Near Canara Bank, Raichur"
3039,PMBJK08493,Preethi S,Karnataka,Chikkaballapura,562101,"H.L No.163, Shop No.06,Yaluvahalli Village, Nandi Hobli, Chikballapur"
3040,PMBJK08494,Asma Begum,Karnataka,Dharwad,580024,"Cts No-28/123,Shop No-1, Gr Fl, Mathapathi Building, Siddharoodh Nagar, Old Hubli, Dharwad"
3041,PMBJK08495,Savitha R,Karnataka,Bengaluru Rural,562110,"K.No 148/1/153/1, Lions Club Building, B B Road, Bengaluru Rural"
3042,PMBJK08497,Basavarajappa M,Karnataka,Bengaluru Urban,560064,"K.No.93/100.101.102,Pr No. 124,Shop No 3,Gf,4Th
Cross,Near Shaneshwara Temple, Yelahanka,Jakkur Layo, Bengaluru Urban"
3043,PMBJK08528,Sushma S Nanjwade,Karnataka,Bengaluru Urban,560064,"No.316 Mig 707 Sfs 4Th Phase New Town, Bengaluru Urban"
3044,PMBJK08529,Karthik S,Karnataka,Bengaluru Urban,560105,"Katha No 186/617/26, Shop No.1 Ground Floor, Siri Nilaya Jana, Yaramdahalli, Bengaluru Urban"
3045,PMBJK08531,Rajeev Ar,Karnataka,Bengaluru Urban,562106,"No.8/157, New Number 249/9, Sham Rao Layout, Ward No.9, Bengaluru Urban"
3046,PMBJK08546,Premalatha.M,Karnataka,Bengaluru Urban,562123,"K.No.72 S.No.34 Vajarahalli, Kasaba Hobli, Bengaluru Urban"
3047,PMBJK08552,Hanumantappa Baddiyavar,Karnataka,Haveri,581110,"Asst No 304A2/37, Shop No 1,Pasari Complex ,5Th Left Cross Nagendranmatti, Haveri"
3048,PMBJK08562,S. M. Prashanth,Karnataka,Mysuru,570022,"1006, Shop No-03, Chaduranga Road, I Block, Ramakrishna Nagar, Mysore"
3049,PMBJK08572,Srinivas V,Karnataka,Bengaluru Urban,560090,"319/2, Ground Floor,Old Railway Station Road
,Chikkabanavara Village, Yeshwanthapura Hobli, Bengaluru Urban"
